자회사ID,모회사ID,설립유형,대표이사유형,기업인증현황,분야별현황,업종별현황,운영현황,설립연월,업력,매출액,당기순이익
S0491,H041,합작설립,무응답,연구소기업,IT,제조업,정상운영,2022-09-01,2,0.0,-142.0
S0492,H016,단독설립,전문경영인(창업자),벤처기업,BT,정보통신업,정상운영,2023-12-01,1,104.0,-60.0
S0493,H039,단독설립,학생창업,신기술창업전문회사,IT,정보통신업,정상운영,2023-01-01,1,1761.0,148.0
S0494,H065,지분편입(지분매수),학생창업,연구소기업,BT,정보통신업,정상운영,2022-08-01,2,2231.0,-130.0
S0495,H040,지분편입(지분매수),기타,해당없음,해당없음,제조업,투자회수(일부),2017-08-01,7,0.0,0.0
S0496,H053,지분편입(지분매수),교수창업,벤처기업,BT,전문과학및기술서비스업,정상운영,2013-12-01,11,1477.0,142.0
S0497,H042,지분편입(지분매수),교수창업,벤처기업,IT,제조업,정상운영,2023-01-01,1,1728.0,72.0
S0498,H052,합작설립,학생창업,해당없음,IT,제조업,정상운영,2020-05-01,4,0.0,-3.0
S0499,H038,합작설립,전문경영인(창업자),연구소기업,해당없음,도매및소매업,정상운영,2022-07-01,2,0.0,-57.0
S0500,H071,단독설립,교수창업,연구소기업,NT,제조업,정상운영,2019-12-01,5,907.0,-10.0
S0501,H017,지분편입(지분매수),기타,연구소기업,BT,정보통신업,정상운영,2016-01-01,8,0.0,-117.0
S0502,H025,단독설립,기타,해당없음,BT,정보통신업,정상운영,2019-06-01,5,0.0,0.0
S0503,H054,지분편입(지분매수),전문경영인(파트너기업겸직파견등),신기술창업전문회사,BT,제조업,투자회수(전액),2021-07-01,3,0.0,0.0
S0504,H049,지분편입(지분매수),교수창업,해당없음,해당없음,정보통신업,정상운영,2020-12-01,4,0.0,-77.0
S0505,H023,지분편입(지분매수),교수창업,연구소기업,IT,제조업,정상운영,2012-09-01,12,0.0,-45.0
S0506,H079,단독설립,교수창업,연구소기업,해당없음,제조업,정상운영,2020-11-01,4,0.0,-73.0
S0507,H073,단독설립,교수창업,해당없음,IT,정보통신업,정상운영,2018-11-01,6,0.0,0.0
S0508,H039,합작설립,교수창업,해당없음,IT,정보통신업,정상운영,2017-08-01,7,1059.0,-50.0
S0509,H052,지분편입(지분매수),교수창업,해당없음,BT,정보통신업,정상운영,2022-07-01,2,0.0,-81.0
S0510,H071,단독설립,학생창업,벤처기업,BT,제조업,정상운영,2019-02-01,5,0.0,-119.0
S0511,H001,지분편입(유상증자),교수창업,연구소기업,NT,제조업,정상운영,2023-02-01,1,418.0,66.0
S0512,H039,단독설립,전문경영인(창업자),벤처기업,IT,전문과학및기술서비스업,정상운영,2023-03-01,1,0.0,-7.0
S0513,H037,단독설립,교수창업,해당없음,해당없음,교육서비스업,정상운영,2008-05-01,16,0.0,-51.0
S0514,H027,지분편입(지분매수),교수창업,연구소기업,BT,제조업,폐업(청산),2018-10-01,6,0.0,0.0
S0515,H056,단독설립,교수창업,해당없음,IT,기타,정상운영,2008-02-01,16,0.0,-1.0
S0516,H075,지분편입(지분매수),학생창업,벤처기업,BT,정보통신업,정상운영,2023-12-01,1,822.0,89.0
S0517,H078,합작설립,교수창업,연구소기업,IT,정보통신업,정상운영,2016-03-01,8,2072.0,-20.0
S0518,H084,단독설립,전문경영인(창업자),해당없음,ET,제조업,정상운영,2021-06-01,3,2200.0,0.0
S0519,H042,지분편입(유상증자),교수창업,해당없음,BT,정보통신업,정상운영,2015-07-01,9,0.0,-123.0
S0520,H060,지분편입(지분매수),전문경영인(창업자),벤처기업,해당없음,전문과학및기술서비스업,정상운영,2016-11-01,8,0.0,-65.0
S0521,H057,단독설립,기타,벤처기업,해당없음,전문과학및기술서비스업,정상운영,2023-06-01,1,0.0,-123.0
S0522,H057,지분편입(지분매수),학생창업,연구소기업,BT,제조업,정상운영,2018-03-01,6,0.0,-108.0
S0523,H028,지분편입(유상증자),전문경영인(파트너기업겸직파견등),벤처기업,IT,전문과학및기술서비스업,정상운영,2016-04-01,8,0.0,-36.0
S0524,H066,지분편입(지분매수),교수창업,연구소기업,해당없음,전문과학및기술서비스업,정상운영,2022-08-01,2,0.0,-129.0
S0525,H061,단독설립,교수창업,이노비즈기업,BT,전문과학및기술서비스업,정상운영,2023-04-01,1,0.0,-125.0
S0526,H022,단독설립,교수창업,연구소기업,IT,정보통신업,정상운영,2016-05-01,8,655.0,-78.0
S0527,H011,합작설립,교수창업,벤처기업,해당없음,정보통신업,정상운영,2022-02-01,2,2170.0,115.0
S0528,H037,단독설립,교수창업,연구소기업,IT,제조업,정상운영,2022-06-01,2,0.0,-38.0
S0529,H066,단독설립,전문경영인(창업자),해당없음,IT,제조업,정상운영,2019-11-01,5,779.0,-41.0
S0530,H082,단독설립,전문경영인(창업자),해당없음,BT,전문과학및기술서비스업,정상운영,2023-12-01,1,0.0,0.0
S0531,H080,단독설립,학생창업,해당없음,IT,제조업,정상운영,2016-02-01,8,0.0,0.0
S0532,H043,단독설립,기타,해당없음,BT,제조업,정상운영,2021-08-01,3,0.0,-131.0
S0533,H012,지분편입(유상증자),학생창업,벤처기업,NT,제조업,정상운영,2023-12-01,1,0.0,-128.0
S0534,H031,지분편입(지분매수),교수창업,연구소기업,IT,도매및소매업,정상운영,2019-08-01,5,0.0,-109.0
S0535,H040,지분편입(지분매수),교수창업,연구소기업,IT,제조업,정상운영,2023-04-01,1,0.0,-130.0
S0536,H029,단독설립,교수창업,해당없음,IT,제조업,정상운영,2021-05-01,3,0.0,-17.0
S0537,H026,합작설립,교수창업,벤처기업,BT,정보통신업,정상운영,2023-06-01,1,0.0,-27.0
S0538,H019,합작설립,교수창업,해당없음,IT,제조업,정상운영,2016-05-01,8,549.0,-104.0
S0539,H004,합작설립,전문경영인(창업자),벤처기업,해당없음,제조업,정상운영,2016-12-01,8,0.0,-61.0
S0540,H006,합작설립,전문경영인(파트너기업겸직파견등),해당없음,ET,제조업,정상운영,2023-08-01,1,0.0,-100.0
S0541,H032,지분편입(지분매수),교수창업,연구소기업,BT,정보통신업,정상운영,2019-06-01,5,0.0,-59.0
S0542,H061,단독설립,교수창업,연구소기업,해당없음,전문과학및기술서비스업,정상운영,2021-08-01,3,0.0,-74.0
S0543,H079,단독설립,교수창업,연구소기업,IT,제조업,투자회수(전액),2018-12-01,6,0.0,0.0
S0544,H010,지분편입(유상증자),기타,연구소기업,ET,정보통신업,정상운영,2022-05-01,2,0.0,-63.0
S0545,H059,지분편입(지분매수),전문경영인(파트너기업겸직파견등),해당없음,BT,도매및소매업,정상운영,2017-10-01,7,0.0,-116.0
S0546,H054,지분편입(지분매수),교수창업,해당없음,해당없음,정보통신업,정상운영,2020-05-01,4,0.0,-145.0
S0547,H081,단독설립,교수창업,해당없음,BT,도매및소매업,정상운영,2023-10-01,1,0.0,-136.0
S0548,H074,단독설립,교수창업,연구소기업,BT,제조업,정상운영,2017-01-01,7,0.0,-40.0
S0549,H025,지분편입(지분매수),전문경영인(파트너기업겸직파견등),연구소기업,ET,정보통신업,정상운영,2019-03-01,5,280.0,2.0
S0550,H050,합작설립,기타,해당없음,BT,제조업,정상운영,2017-03-01,7,0.0,-117.0
S0551,H064,지분편입(유상증자),전문경영인(파트너기업겸직파견등),해당없음,NT,제조업,정상운영,2017-09-01,7,0.0,-144.0
S0552,H052,단독설립,학생창업,해당없음,BT,정보통신업,폐업(청산),2019-05-01,5,0.0,0.0
S0553,H032,지분편입(유상증자),교수창업,연구소기업,IT,제조업,정상운영,2023-01-01,1,0.0,-37.0
S0554,H019,단독설립,전문경영인(창업자),연구소기업,해당없음,제조업,정상운영,2017-04-01,7,1196.0,41.0
S0555,H084,합작설립,교수창업,연구소기업,ET,제조업,정상운영,2020-06-01,4,0.0,-50.0
S0556,H001,합작설립,교수창업,연구소기업,BT,전문과학및기술서비스업,정상운영,2018-10-01,6,173.0,20.0
S0557,H014,단독설립,학생창업,벤처기업,IT,제조업,정상운영,2018-06-01,6,461.0,-28.0
S0558,H055,지분편입(유상증자),교수창업,해당없음,ET,제조업,정상운영,2020-12-01,4,0.0,-82.0
S0559,H029,지분편입(지분매수),전문경영인(창업자),벤처기업,IT,정보통신업,정상운영,2023-05-01,1,0.0,-44.0
S0560,H023,단독설립,전문경영인(창업자),해당없음,해당없음,정보통신업,정상운영,2019-05-01,5,0.0,-124.0
S0561,H067,단독설립,교수창업,해당없음,BT,제조업,정상운영,2023-12-01,1,0.0,-143.0
S0562,H060,합작설립,교수창업,연구소기업,IT,정보통신업,정상운영,2019-03-01,5,0.0,-55.0
S0563,H007,합작설립,교수창업,해당없음,BT,제조업,정상운영,2009-10-01,15,1251.0,6.0
S0564,H072,단독설립,학생창업,연구소기업,IT,제조업,정상운영,2017-11-01,7,0.0,-39.0
S0565,H032,단독설립,전문경영인(파트너기업겸직파견등),해당없음,BT,제조업,정상운영,2016-05-01,8,0.0,0.0
S0566,H016,단독설립,학생창업,연구소기업,IT,정보통신업,정상운영,2019-08-01,5,0.0,-63.0
S0567,H059,단독설립,전문경영인(파트너기업겸직파견등),해당없음,CT,제조업,정상운영,2021-12-01,3,2153.0,-54.0
S0568,H018,단독설립,교수창업,해당없음,IT,전문과학및기술서비스업,정상운영,2020-08-01,4,0.0,-116.0
S0569,H060,지분편입(지분매수),전문경영인(파트너기업겸직파견등),해당없음,ET,정보통신업,정상운영,2021-11-01,3,2084.0,-114.0
S0570,H068,지분편입(지분매수),기타,벤처기업,CT,정보통신업,폐업(청산),2013-05-01,11,0.0,0.0
S0571,H072,지분편입(지분매수),교수창업,연구소기업,NT,전문과학및기술서비스업,정상운영,2017-03-01,7,1342.0,-110.0
S0572,H077,단독설립,전문경영인(창업자),해당없음,IT,제조업,정상운영,2020-12-01,4,185.0,-116.0
S0573,H041,단독설립,교수창업,연구소기업,BT,제조업,정상운영,2016-12-01,8,0.0,-9.0
S0574,H057,단독설립,전문경영인(창업자),연구소기업,해당없음,정보통신업,정상운영,2014-03-01,10,850.0,-127.0
S0575,H079,지분편입(유상증자),학생창업,연구소기업,IT,정보통신업,정상운영,2018-03-01,6,0.0,-98.0
S0576,H065,지분편입(지분매수),교수창업,해당없음,IT,전문과학및기술서비스업,정상운영,2022-10-01,2,0.0,-90.0
S0577,H055,단독설립,무응답,해당없음,해당없음,제조업,정상운영,2022-05-01,2,195.0,-84.0
S0578,H071,단독설립,교수창업,해당없음,BT,제조업,정상운영,2016-07-01,8,0.0,-133.0
S0579,H058,지분편입(지분매수),전문경영인(파트너기업겸직파견등),연구소기업,IT,전문과학및기술서비스업,폐업(청산),2023-05-01,1,0.0,0.0
S0580,H021,단독설립,교수창업,해당없음,IT,전문과학및기술서비스업,폐업(청산),2018-11-01,6,0.0,0.0
S0581,H061,지분편입(지분매수),전문경영인(창업자),연구소기업,BT,제조업,정상운영,2011-04-01,13,1403.0,-106.0
S0582,H058,단독설립,교수창업,연구소기업,IT,전문과학및기술서비스업,정상운영,2020-01-01,4,1241.0,9.0
S0583,H034,지분편입(지분매수),학생창업,이노비즈기업,ET,전문과학및기술서비스업,정상운영,2021-04-01,3,0.0,-115.0
S0584,H032,지분편입(유상증자),교수창업,해당없음,ET,제조업,정상운영,2019-10-01,5,1256.0,-100.0
S0585,H082,합작설립,무응답,벤처기업,IT,교육서비스업,정상운영,2018-05-01,6,358.0,-101.0
S0586,H036,지분편입(지분매수),교수창업,연구소기업,해당없음,제조업,정상운영,2017-03-01,7,712.0,19.0
S0587,H067,합작설립,전문경영인(파트너기업겸직파견등),벤처기업,IT,정보통신업,정상운영,2018-10-01,6,0.0,-119.0
S0588,H063,단독설립,교수창업,해당없음,BT,정보통신업,정상운영,2022-01-01,2,0.0,-118.0
S0589,H081,단독설립,전문경영인(파트너기업겸직파견등),벤처기업,해당없음,전문과학및기술서비스업,정상운영,2020-05-01,4,0.0,0.0
S0590,H031,단독설립,교수창업,해당없음,해당없음,제조업,정상운영,2015-06-01,9,0.0,-14.0
S0591,H036,지분편입(지분매수),전문경영인(창업자),해당없음,IT,제조업,정상운영,2016-12-01,8,0.0,-120.0
S0592,H057,지분편입(지분매수),교수창업,연구소기업,IT,제조업,정상운영,2019-09-01,5,170.0,-100.0
S0593,H010,지분편입(유상증자),교수창업,해당없음,IT,제조업,정상운영,2021-12-01,3,0.0,-114.0
S0594,H037,지분편입(지분매수),전문경영인(창업자),연구소기업,IT,정보통신업,정상운영,2017-09-01,7,0.0,-69.0
S0595,H031,지분편입(지분매수),교수창업,연구소기업,IT,전문과학및기술서비스업,정상운영,2022-07-01,2,1981.0,-40.0
S0596,H035,단독설립,무응답,연구소기업,IT,전문과학및기술서비스업,정상운영,2016-08-01,8,669.0,57.0
S0597,H043,지분편입(지분매수),학생창업,해당없음,ET,정보통신업,정상운영,2023-10-01,1,1593.0,-10.0
S0598,H041,단독설립,전문경영인(창업자),연구소기업,BT,정보통신업,정상운영,2022-03-01,2,0.0,-16.0
S0599,H070,단독설립,전문경영인(파트너기업겸직파견등),연구소기업,IT,교육서비스업,투자회수(전액),2022-06-01,2,0.0,0.0
S0600,H011,합작설립,교수창업,해당없음,해당없음,제조업,정상운영,2019-11-01,5,0.0,134.0
S0601,H018,단독설립,학생창업,연구소기업,BT,제조업,투자회수(전액),2016-03-01,8,0.0,0.0
S0602,H020,지분편입(지분매수),전문경영인(파트너기업겸직파견등),벤처기업,BT,전문과학및기술서비스업,정상운영,2019-10-01,5,1227.0,-81.0
S0603,H030,단독설립,교수창업,벤처기업,IT,전문과학및기술서비스업,정상운영,2021-09-01,3,0.0,-150.0
S0604,H050,단독설립,전문경영인(창업자),해당없음,IT,제조업,정상운영,2021-06-01,3,883.0,-58.0
S0605,H020,합작설립,학생창업,연구소기업,ET,정보통신업,정상운영,2023-09-01,1,1848.0,67.0
S0606,H028,지분편입(지분매수),교수창업,벤처기업,ET,정보통신업,정상운영,2018-06-01,6,0.0,42.0
S0607,H009,합작설립,전문경영인(파트너기업겸직파견등),벤처기업,IT,도매및소매업,정상운영,2020-07-01,4,0.0,-43.0
S0608,H054,단독설립,무응답,해당없음,IT,제조업,정상운영,2011-08-01,13,1766.0,124.0
S0609,H053,합작설립,학생창업,해당없음,NT,제조업,정상운영,2018-11-01,6,989.0,71.0
S0610,H043,지분편입(지분매수),교수창업,벤처기업,ET,제조업,정상운영,2018-03-01,6,1171.0,62.0
S0611,H070,지분편입(유상증자),학생창업,해당없음,IT,제조업,정상운영,2022-09-01,2,1820.0,128.0
S0612,H060,단독설립,학생창업,해당없음,ET,정보통신업,정상운영,2023-08-01,1,0.0,-92.0
S0613,H054,단독설립,무응답,연구소기업,IT,전문과학및기술서비스업,정상운영,2020-03-01,4,0.0,-5.0
S0614,H008,단독설립,교수창업,해당없음,해당없음,제조업,정상운영,2019-08-01,5,373.0,-15.0
S0615,H027,단독설립,교수창업,해당없음,IT,제조업,정상운영,2022-07-01,2,770.0,0.0
S0616,H054,지분편입(지분매수),전문경영인(파트너기업겸직파견등),벤처기업,BT,정보통신업,정상운영,2017-01-01,7,0.0,0.0
S0617,H050,지분편입(지분매수),교수창업,벤처기업,IT,제조업,정상운영,2016-11-01,8,0.0,-38.0
S0618,H075,지분편입(지분매수),교수창업,해당없음,BT,전문과학및기술서비스업,정상운영,2017-02-01,7,1389.0,125.0
S0619,H003,합작설립,전문경영인(창업자),해당없음,IT,제조업,정상운영,2021-06-01,3,0.0,-85.0
S0620,H074,지분편입(지분매수),전문경영인(창업자),연구소기업,IT,제조업,정상운영,2018-04-01,6,2160.0,-118.0
S0621,H049,단독설립,교수창업,연구소기업,CT,제조업,정상운영,2021-05-01,3,2037.0,-81.0
S0622,H062,합작설립,교수창업,해당없음,IT,도매및소매업,정상운영,2017-04-01,7,0.0,-9.0
S0623,H001,단독설립,교수창업,해당없음,BT,정보통신업,정상운영,2020-04-01,4,0.0,-128.0
S0624,H046,합작설립,기타,해당없음,BT,제조업,정상운영,2019-03-01,5,1634.0,-59.0
S0625,H039,합작설립,전문경영인(창업자),해당없음,IT,제조업,정상운영,2019-05-01,5,973.0,-146.0
S0626,H050,지분편입(지분매수),교수창업,해당없음,IT,정보통신업,정상운영,2019-10-01,5,0.0,0.0
S0627,H054,단독설립,교수창업,연구소기업,IT,제조업,정상운영,2020-12-01,4,0.0,-20.0
S0628,H069,단독설립,학생창업,연구소기업,IT,정보통신업,정상운영,2022-02-01,2,1448.0,-16.0
S0629,H070,단독설립,기타,연구소기업,NT,도매및소매업,투자회수(일부),2019-11-01,5,0.0,0.0
S0630,H078,합작설립,교수창업,벤처기업,IT,제조업,정상운영,2023-04-01,1,0.0,-73.0
S0631,H029,합작설립,교수창업,해당없음,IT,정보통신업,정상운영,2023-06-01,1,0.0,-59.0
S0632,H063,단독설립,교수창업,벤처기업,NT,제조업,정상운영,2020-08-01,4,1449.0,88.0
S0633,H029,지분편입(유상증자),교수창업,연구소기업,BT,제조업,정상운영,2017-08-01,7,0.0,-26.0
S0634,H035,단독설립,교수창업,벤처기업,해당없음,전문과학및기술서비스업,정상운영,2016-10-01,8,822.0,-126.0
S0635,H056,단독설립,전문경영인(창업자),벤처기업,IT,전문과학및기술서비스업,정상운영,2022-11-01,2,205.0,-116.0
S0636,H063,합작설립,교수창업,연구소기업,BT,정보통신업,정상운영,2019-01-01,5,56.0,-97.0
S0637,H004,단독설립,전문경영인(창업자),해당없음,IT,전문과학및기술서비스업,정상운영,2013-12-01,11,1197.0,-76.0
S0638,H050,단독설립,교수창업,해당없음,IT,제조업,정상운영,2021-09-01,3,0.0,-144.0
S0639,H044,단독설립,학생창업,연구소기업,ET,정보통신업,정상운영,2019-04-01,5,0.0,-129.0
S0640,H052,지분편입(지분매수),학생창업,해당없음,BT,제조업,정상운영,2020-12-01,4,1030.0,-61.0
S0641,H022,지분편입(지분매수),교수창업,해당없음,해당없음,제조업,정상운영,2023-04-01,1,0.0,-136.0
S0642,H060,단독설립,교수창업,해당없음,IT,제조업,정상운영,2016-06-01,8,0.0,-114.0
S0643,H017,지분편입(지분매수),학생창업,벤처기업,IT,제조업,정상운영,2020-11-01,4,0.0,-102.0
S0644,H080,단독설립,교수창업,연구소기업,해당없음,정보통신업,정상운영,2023-01-01,1,0.0,0.0
S0645,H069,지분편입(유상증자),전문경영인(파트너기업겸직파견등),해당없음,해당없음,정보통신업,정상운영,2022-07-01,2,2222.0,25.0
S0646,H004,합작설립,학생창업,해당없음,ET,제조업,정상운영,2018-11-01,6,0.0,-84.0
S0647,H051,단독설립,교수창업,해당없음,IT,정보통신업,정상운영,2019-02-01,5,727.0,153.0
S0648,H076,단독설립,기타,해당없음,BT,제조업,정상운영,2018-06-01,6,0.0,-67.0
S0649,H073,단독설립,교수창업,해당없음,CT,정보통신업,정상운영,2019-09-01,5,0.0,-89.0
S0650,H004,단독설립,교수창업,벤처기업,IT,제조업,정상운영,2018-02-01,6,0.0,-102.0
S0651,H011,지분편입(유상증자),무응답,벤처기업,BT,도매및소매업,정상운영,2013-05-01,11,0.0,0.0
S0652,H083,지분편입(지분매수),학생창업,해당없음,IT,제조업,정상운영,2023-09-01,1,0.0,-121.0
S0653,H055,지분편입(지분매수),학생창업,해당없음,BT,전문과학및기술서비스업,정상운영,2021-09-01,3,0.0,-123.0
S0654,H018,합작설립,전문경영인(창업자),연구소기업,ET,제조업,정상운영,2016-12-01,8,0.0,-41.0
S0655,H060,합작설립,교수창업,연구소기업,IT,제조업,정상운영,2019-09-01,5,0.0,-1.0
S0656,H024,지분편입(지분매수),교수창업,벤처기업,IT,정보통신업,정상운영,2018-02-01,6,0.0,-94.0
S0657,H007,단독설립,교수창업,연구소기업,해당없음,제조업,정상운영,2016-01-01,8,216.0,-109.0
S0658,H034,합작설립,학생창업,연구소기업,IT,제조업,정상운영,2018-08-01,6,545.0,-53.0
S0659,H049,단독설립,전문경영인(창업자),해당없음,IT,전문과학및기술서비스업,정상운영,2020-10-01,4,0.0,140.0
S0660,H042,지분편입(유상증자),교수창업,연구소기업,해당없음,제조업,정상운영,2021-09-01,3,42.0,-121.0
S0661,H028,지분편입(지분매수),학생창업,연구소기업,BT,정보통신업,정상운영,2009-04-01,15,1618.0,137.0
S0662,H059,지분편입(지분매수),학생창업,해당없음,BT,전문과학및기술서비스업,정상운영,2020-04-01,4,0.0,-149.0
S0663,H042,단독설립,전문경영인(창업자),연구소기업,NT,도매및소매업,정상운영,2023-05-01,1,0.0,-67.0
S0664,H044,지분편입(지분매수),교수창업,벤처기업,IT,제조업,정상운영,2021-12-01,3,149.0,103.0
S0665,H049,지분편입(지분매수),교수창업,연구소기업,BT,정보통신업,휴업,2017-03-01,7,0.0,0.0
S0666,H036,단독설립,교수창업,연구소기업,IT,정보통신업,정상운영,2022-12-01,2,33.0,-110.0
S0667,H054,단독설립,전문경영인(파트너기업겸직파견등),연구소기업,IT,제조업,정상운영,2018-11-01,6,0.0,-15.0
S0668,H033,단독설립,전문경영인(파트너기업겸직파견등),연구소기업,BT,도매및소매업,정상운영,2020-04-01,4,2052.0,2.0
S0669,H011,지분편입(지분매수),교수창업,연구소기업,IT,정보통신업,정상운영,2016-04-01,8,0.0,-26.0
S0670,H061,합작설립,교수창업,해당없음,IT,정보통신업,투자회수(일부),2022-12-01,2,0.0,0.0
S0671,H003,지분편입(지분매수),전문경영인(파트너기업겸직파견등),해당없음,NT,전문과학및기술서비스업,정상운영,2018-12-01,6,0.0,-23.0
S0672,H070,단독설립,학생창업,해당없음,IT,전문과학및기술서비스업,정상운영,2015-08-01,9,0.0,-51.0
S0673,H007,단독설립,기타,해당없음,해당없음,도매및소매업,정상운영,2022-03-01,2,107.0,89.0
S0674,H045,지분편입(지분매수),교수창업,연구소기업,BT,도매및소매업,정상운영,2022-01-01,2,0.0,-74.0
S0675,H029,단독설립,교수창업,연구소기업,해당없음,제조업,정상운영,2019-10-01,5,0.0,-21.0
S0676,H084,지분편입(유상증자),학생창업,연구소기업,IT,제조업,정상운영,2016-05-01,8,0.0,-31.0
S0677,H009,합작설립,교수창업,연구소기업,ET,제조업,투자회수(전액),2016-09-01,8,0.0,0.0
S0678,H084,지분편입(지분매수),교수창업,해당없음,BT,제조업,정상운영,2012-05-01,12,0.0,-72.0
S0679,H006,지분편입(지분매수),교수창업,벤처기업,BT,전문과학및기술서비스업,정상운영,2021-02-01,3,0.0,-118.0
S0680,H004,단독설립,전문경영인(파트너기업겸직파견등),기타,BT,전문과학및기술서비스업,정상운영,2022-12-01,2,0.0,-132.0
S0681,H032,단독설립,교수창업,해당없음,NT,정보통신업,정상운영,2021-04-01,3,119.0,78.0
S0682,H026,지분편입(지분매수),전문경영인(파트너기업겸직파견등),벤처기업,BT,전문과학및기술서비스업,정상운영,2019-12-01,5,0.0,-11.0
S0683,H003,단독설립,학생창업,해당없음,IT,제조업,정상운영,2018-02-01,6,2041.0,0.0
S0684,H080,단독설립,학생창업,연구소기업,BT,제조업,정상운영,2021-03-01,3,0.0,-45.0
S0685,H020,단독설립,교수창업,벤처기업,ET,제조업,정상운영,2017-09-01,7,0.0,-93.0
S0686,H031,합작설립,기타,벤처기업,IT,제조업,정상운영,2021-05-01,3,0.0,-30.0
S0687,H017,합작설립,교수창업,해당없음,BT,정보통신업,폐업(청산),2020-01-01,4,0.0,0.0
S0688,H061,단독설립,전문경영인(창업자),해당없음,해당없음,전문과학및기술서비스업,정상운영,2023-04-01,1,0.0,-90.0
S0689,H015,단독설립,교수창업,연구소기업,IT,제조업,정상운영,2020-04-01,4,2172.0,-142.0
S0690,H073,합작설립,교수창업,해당없음,ET,제조업,정상운영,2023-04-01,1,2256.0,148.0
S0691,H028,지분편입(지분매수),교수창업,연구소기업,해당없음,전문과학및기술서비스업,정상운영,2019-10-01,5,1476.0,118.0
S0692,H060,단독설립,교수창업,연구소기업,BT,정보통신업,정상운영,2021-10-01,3,0.0,-69.0
S0693,H033,단독설립,교수창업,해당없음,ET,제조업,정상운영,2017-08-01,7,0.0,-111.0
S0694,H048,지분편입(지분매수),교수창업,연구소기업,IT,교육서비스업,정상운영,2023-08-01,1,0.0,-86.0
S0695,H022,단독설립,교수창업,해당없음,IT,정보통신업,정상운영,2016-02-01,8,0.0,-122.0
S0696,H078,합작설립,전문경영인(창업자),해당없음,IT,제조업,정상운영,2023-09-01,1,0.0,-95.0
S0697,H078,단독설립,무응답,벤처기업,BT,제조업,정상운영,2023-01-01,1,0.0,-7.0
S0698,H015,지분편입(유상증자),전문경영인(창업자),해당없음,해당없음,전문과학및기술서비스업,정상운영,2017-06-01,7,387.0,-62.0
S0699,H021,단독설립,교수창업,연구소기업,BT,제조업,정상운영,2019-11-01,5,0.0,0.0
S0700,H040,단독설립,전문경영인(창업자),벤처기업,BT,정보통신업,정상운영,2012-02-01,12,0.0,-66.0
S0701,H014,합작설립,교수창업,연구소기업,IT,정보통신업,정상운영,2015-04-01,9,0.0,-119.0
S0702,H075,단독설립,교수창업,벤처기업,IT,제조업,정상운영,2022-08-01,2,0.0,-70.0
S0703,H004,지분편입(유상증자),학생창업,해당없음,IT,정보통신업,정상운영,2019-02-01,5,0.0,-98.0
S0704,H040,단독설립,학생창업,연구소기업,IT,제조업,정상운영,2022-08-01,2,0.0,-82.0
S0705,H074,단독설립,학생창업,연구소기업,IT,제조업,정상운영,2018-02-01,6,0.0,-49.0
S0706,H049,지분편입(지분매수),전문경영인(창업자),연구소기업,IT,전문과학및기술서비스업,정상운영,2017-08-01,7,0.0,-94.0
S0707,H051,단독설립,전문경영인(파트너기업겸직파견등),벤처기업,IT,제조업,정상운영,2022-04-01,2,0.0,0.0
S0708,H026,단독설립,교수창업,연구소기업,CT,정보통신업,정상운영,2021-02-01,3,0.0,-146.0
S0709,H010,지분편입(지분매수),전문경영인(창업자),해당없음,ET,제조업,정상운영,2022-09-01,2,0.0,-62.0
S0710,H076,단독설립,학생창업,연구소기업,IT,제조업,정상운영,2017-10-01,7,0.0,-88.0
S0711,H081,지분편입(지분매수),학생창업,해당없음,IT,교육서비스업,정상운영,2023-04-01,1,0.0,0.0
S0712,H032,지분편입(지분매수),학생창업,해당없음,해당없음,전문과학및기술서비스업,정상운영,2023-10-01,1,0.0,-27.0
S0713,H014,단독설립,교수창업,연구소기업,BT,제조업,정상운영,2022-08-01,2,1045.0,76.0
S0714,H039,합작설립,학생창업,연구소기업,BT,정보통신업,정상운영,2019-05-01,5,0.0,0.0
S0715,H077,지분편입(유상증자),학생창업,연구소기업,IT,제조업,정상운영,2020-10-01,4,0.0,-148.0
S0716,H016,지분편입(지분매수),전문경영인(창업자),연구소기업,IT,도매및소매업,정상운영,2019-01-01,5,0.0,-141.0
S0717,H073,단독설립,기타,벤처기업,NT,제조업,정상운영,2018-10-01,6,0.0,-22.0
S0718,H006,지분편입(지분매수),학생창업,해당없음,IT,제조업,정상운영,2023-07-01,1,0.0,-88.0
S0719,H045,지분편입(지분매수),교수창업,연구소기업,IT,제조업,정상운영,2021-02-01,3,1162.0,0.0
S0720,H069,합작설립,학생창업,연구소기업,IT,기타,정상운영,2020-12-01,4,0.0,-89.0
S0721,H055,지분편입(지분매수),기타,연구소기업,IT,제조업,정상운영,2021-08-01,3,448.0,0.0
S0722,H048,합작설립,전문경영인(창업자),연구소기업,NT,전문과학및기술서비스업,투자회수(전액),2016-11-01,8,0.0,0.0
S0723,H009,합작설립,전문경영인(창업자),연구소기업,BT,정보통신업,정상운영,2018-04-01,6,1974.0,63.0
S0724,H065,단독설립,교수창업,벤처기업,IT,정보통신업,정상운영,2018-10-01,6,187.0,-3.0
S0725,H083,단독설립,전문경영인(창업자),해당없음,BT,정보통신업,정상운영,2021-11-01,3,754.0,-91.0
S0726,H044,지분편입(지분매수),학생창업,연구소기업,IT,전문과학및기술서비스업,정상운영,2023-10-01,1,666.0,83.0
