자회사ID,모회사ID,설립유형,대표이사유형,기업인증현황,분야별현황,업종별현황,운영현황,설립연월,업력,매출액,당기순이익
S0425,H031,지분편입(유상증자),학생창업,벤처기업,해당없음,제조업,정상운영,2020-11,4,2278,-131
S0426,H021,지분편입(지분매수),교수창업,벤처기업,BT,전문과학및기술서비스업,정상운영,2019-08,5,0,-11
S0427,H023,합작설립,교수창업,해당없음,해당없음,정보통신업,정상운영,2019-11,5,0,-123
S0428,H053,단독설립,교수창업,연구소기업,해당없음,정보통신업,폐업(청산),2021-02,3,0,0
S0429,H004,지분편입(지분매수),교수창업,해당없음,IT,제조업,정상운영,2017-06,7,0,-128
S0430,H023,합작설립,학생창업,해당없음,IT,도매및소매업,정상운영,2018-01,6,0,-132
S0431,H043,지분편입(지분매수),교수창업,연구소기업,BT,교육서비스업,정상운영,2019-12,5,0,-87
S0432,H053,단독설립,교수창업,연구소기업,BT,전문과학및기술서비스업,정상운영,2023-10,1,1334,-34
S0433,H032,합작설립,교수창업,연구소기업,BT,제조업,정상운영,2017-11,7,0,-60
S0434,H035,합작설립,전문경영인(창업자),이노비즈기업,BT,정보통신업,정상운영,2023-07,1,0,-45
S0435,H021,지분편입(지분매수),학생창업,연구소기업,ET,제조업,정상운영,2020-09,4,0,-109
S0436,H014,지분편입(지분매수),기타,해당없음,CT,제조업,정상운영,2021-09,3,258,-144
S0437,H049,지분편입(지분매수),무응답,해당없음,BT,정보통신업,정상운영,2021-04,3,616,-67
S0438,H005,지분편입(지분매수),교수창업,해당없음,IT,정보통신업,정상운영,2021-03,3,0,-9
S0439,H061,지분편입(지분매수),기타,신기술창업전문회사,BT,제조업,정상운영,2018-08,6,16,138
S0440,H029,합작설립,전문경영인(파트너기업겸직파견등),벤처기업,BT,정보통신업,폐업(청산),2019-06,5,0,0
S0441,H026,지분편입(지분매수),학생창업,벤처기업,CT,제조업,정상운영,2017-12,7,0,-42
S0442,H059,지분편입(지분매수),기타,연구소기업,NT,정보통신업,정상운영,2021-04,3,0,-139
S0443,H045,단독설립,교수창업,벤처기업,IT,제조업,정상운영,2017-03,7,578,-56
S0444,H040,합작설립,교수창업,벤처기업,IT,전문과학및기술서비스업,정상운영,2019-08,5,0,-95
S0445,H030,합작설립,기타,벤처기업,BT,제조업,투자회수(전액),2011-12,13,0,0
S0446,H029,단독설립,교수창업,해당없음,해당없음,제조업,정상운영,2023-04,1,0,-2
S0447,H004,합작설립,교수창업,연구소기업,BT,도매및소매업,정상운영,2023-06,1,0,-121
S0448,H025,합작설립,교수창업,연구소기업,IT,제조업,정상운영,2023-03,1,199,-78
S0449,H052,단독설립,교수창업,벤처기업,BT,정보통신업,정상운영,2019-05,5,1270,-131
S0450,H043,단독설립,학생창업,벤처기업,BT,제조업,정상운영,2013-02,11,0,-44
S0451,H036,단독설립,무응답,해당없음,NT,제조업,정상운영,2016-01,8,0,-147
S0452,H009,단독설립,교수창업,연구소기업,BT,제조업,정상운영,2023-04,1,0,-35
S0453,H036,합작설립,전문경영인(창업자),해당없음,IT,제조업,정상운영,2020-10,4,0,-67
S0454,H045,단독설립,교수창업,해당없음,BT,제조업,정상운영,2022-08,2,0,-69
S0455,H083,지분편입(지분매수),교수창업,해당없음,해당없음,정보통신업,정상운영,2016-08,8,0,-54
S0456,H066,단독설립,학생창업,벤처기업,BT,제조업,정상운영,2017-04,7,1619,50
S0457,H052,단독설립,교수창업,연구소기업,IT,정보통신업,정상운영,2023-11,1,0,-56
S0458,H069,지분편입(지분매수),교수창업,연구소기업,IT,정보통신업,정상운영,2011-10,13,0,-5
S0459,H043,합작설립,교수창업,연구소기업,BT,제조업,투자회수(전액),2012-08,12,0,0
S0460,H004,지분편입(지분매수),교수창업,해당없음,BT,정보통신업,정상운영,2023-04,1,209,-36
S0461,H015,지분편입(지분매수),학생창업,해당없음,IT,전문과학및기술서비스업,폐업(청산),2019-03,5,0,0
S0462,H034,단독설립,교수창업,해당없음,BT,제조업,정상운영,2012-08,12,851,-91
S0463,H023,지분편입(지분매수),교수창업,연구소기업,IT,정보통신업,정상운영,2022-09,2,0,-98
S0464,H075,합작설립,교수창업,해당없음,ET,제조업,정상운영,2021-11,3,104,-104
S0465,H034,단독설립,무응답,벤처기업,IT,정보통신업,정상운영,2020-02,4,0,-144
S0466,H005,합작설립,전문경영인(파트너기업겸직파견등),해당없음,해당없음,제조업,정상운영,2017-10,7,0,-113
S0467,H014,단독설립,기타,신기술창업전문회사,BT,제조업,정상운영,2017-06,7,0,-147
S0468,H077,단독설립,전문경영인(창업자),해당없음,NT,전문과학및기술서비스업,정상운영,2015-03,9,428,-28
S0469,H056,단독설립,교수창업,연구소기업,해당없음,정보통신업,정상운영,2022-04,2,804,-15
S0470,H045,단독설립,전문경영인(파트너기업겸직파견등),해당없음,IT,정보통신업,정상운영,2016-08,8,0,-137
S0471,H041,지분편입(유상증자),교수창업,연구소기업,IT,제조업,정상운영,2023-12,1,0,-91
S0472,H056,지분편입(지분매수),전문경영인(창업자),해당없음,BT,정보통신업,정상운영,2016-02,8,1742,118
S0473,H078,지분편입(유상증자),전문경영인(파트너기업겸직파견등),벤처기업,NT,전문과학및기술서비스업,정상운영,2022-01,2,0,-133
S0474,H066,지분편입(지분매수),전문경영인(창업자),연구소기업,BT,제조업,정상운영,2023-12,1,0,-93
S0475,H015,합작설립,교수창업,벤처기업,IT,정보통신업,정상운영,2023-01,1,0,-119
S0476,H050,지분편입(지분매수),교수창업,해당없음,해당없음,제조업,정상운영,2017-11,7,1818,34
S0477,H074,단독설립,교수창업,연구소기업,IT,정보통신업,정상운영,2012-11,12,0,-124
S0478,H025,단독설립,학생창업,연구소기업,IT,전문과학및기술서비스업,정상운영,2014-07,10,808,-139
S0479,H033,단독설립,교수창업,해당없음,BT,전문과학및기술서비스업,정상운영,2023-09,1,773,52
S0480,H006,지분편입(지분매수),교수창업,연구소기업,해당없음,제조업,정상운영,2020-08,4,0,-107
S0481,H056,단독설립,전문경영인(창업자),해당없음,BT,제조업,정상운영,2022-07,2,0,-67
S0482,H001,단독설립,학생창업,연구소기업,NT,제조업,정상운영,2018-02,6,1566,-93
S0483,H067,단독설립,학생창업,연구소기업,IT,전문과학및기술서비스업,정상운영,2018-07,6,0,-52
S0484,H069,지분편입(유상증자),전문경영인(창업자),해당없음,BT,제조업,정상운영,2017-05,7,328,-68
S0485,H026,합작설립,전문경영인(창업자),해당없음,해당없음,정보통신업,정상운영,2018-12,6,106,-61
S0486,H047,지분편입(유상증자),전문경영인(창업자),연구소기업,IT,제조업,정상운영,2011-09,13,130,-139
S0487,H056,단독설립,교수창업,해당없음,IT,전문과학및기술서비스업,정상운영,2019-02,5,0,-99
S0488,H009,지분편입(유상증자),전문경영인(창업자),연구소기업,NT,교육서비스업,정상운영,2017-12,7,0,-21
S0489,H043,지분편입(지분매수),기타,해당없음,BT,전문과학및기술서비스업,정상운영,2023-10,1,0,-18
S0490,H080,지분편입(지분매수),기타,해당없음,NT,정보통신업,정상운영,2010-11,14,0,-70
S0491,H041,합작설립,무응답,연구소기업,IT,제조업,정상운영,2022-09,2,0,-142
S0492,H016,단독설립,전문경영인(창업자),벤처기업,BT,정보통신업,정상운영,2023-12,1,104,-60
S0493,H039,단독설립,학생창업,신기술창업전문회사,IT,정보통신업,정상운영,2023-01,1,1761,148
S0494,H065,지분편입(지분매수),학생창업,연구소기업,BT,정보통신업,정상운영,2022-08,2,2231,-130
S0495,H040,지분편입(지분매수),기타,해당없음,해당없음,제조업,투자회수(일부),2017-08,7,0,0
S0496,H053,지분편입(지분매수),교수창업,벤처기업,BT,전문과학및기술서비스업,정상운영,2013-12,11,1477,142
S0497,H042,지분편입(지분매수),교수창업,벤처기업,IT,제조업,정상운영,2023-01,1,1728,72
S0498,H052,합작설립,학생창업,해당없음,IT,제조업,정상운영,2020-05,4,0,-3
S0499,H038,합작설립,전문경영인(창업자),연구소기업,해당없음,도매및소매업,정상운영,2022-07,2,0,-57
S0500,H071,단독설립,교수창업,연구소기업,NT,제조업,정상운영,2019-12,5,907,-10
S0501,H017,지분편입(지분매수),기타,연구소기업,BT,정보통신업,정상운영,2016-01,8,0,-117
S0502,H025,단독설립,기타,해당없음,BT,정보통신업,정상운영,2019-06,5,0,-17
S0503,H054,지분편입(지분매수),전문경영인(파트너기업겸직파견등),신기술창업전문회사,BT,제조업,투자회수(전액),2021-07,3,0,0
S0504,H049,지분편입(지분매수),교수창업,해당없음,해당없음,정보통신업,정상운영,2020-12,4,0,-77
S0505,H023,지분편입(지분매수),교수창업,연구소기업,IT,제조업,정상운영,2012-09,12,0,-45
S0506,H079,단독설립,교수창업,연구소기업,해당없음,제조업,정상운영,2020-11,4,0,-73
S0507,H073,단독설립,교수창업,해당없음,IT,정보통신업,정상운영,2018-11,6,0,-44
S0508,H039,합작설립,교수창업,해당없음,IT,정보통신업,정상운영,2017-08,7,1059,-50
S0509,H052,지분편입(지분매수),교수창업,해당없음,BT,정보통신업,정상운영,2022-07,2,0,-81
S0510,H071,단독설립,학생창업,벤처기업,BT,제조업,정상운영,2019-02,5,0,-119
S0511,H001,지분편입(유상증자),교수창업,연구소기업,NT,제조업,정상운영,2023-02,1,418,66
S0512,H039,단독설립,전문경영인(창업자),벤처기업,IT,전문과학및기술서비스업,정상운영,2023-03,1,0,-7
S0513,H037,단독설립,교수창업,해당없음,해당없음,교육서비스업,정상운영,2008-05,16,0,-51
S0514,H027,지분편입(지분매수),교수창업,연구소기업,BT,제조업,폐업(청산),2018-10,6,0,0
S0515,H056,단독설립,교수창업,해당없음,IT,기타,정상운영,2008-02,16,0,-1
S0516,H075,지분편입(지분매수),학생창업,벤처기업,BT,정보통신업,정상운영,2023-12,1,822,89
S0517,H078,합작설립,교수창업,연구소기업,IT,정보통신업,정상운영,2016-03,8,2072,-20
S0518,H084,단독설립,전문경영인(창업자),해당없음,ET,제조업,정상운영,2021-06,3,2200,-53
S0519,H042,지분편입(유상증자),교수창업,해당없음,BT,정보통신업,정상운영,2015-07,9,0,-123
S0520,H060,지분편입(지분매수),전문경영인(창업자),벤처기업,해당없음,전문과학및기술서비스업,정상운영,2016-11,8,0,-65
S0521,H057,단독설립,기타,벤처기업,해당없음,전문과학및기술서비스업,정상운영,2023-06,1,0,-123
S0522,H057,지분편입(지분매수),학생창업,연구소기업,BT,제조업,정상운영,2018-03,6,0,-108
S0523,H028,지분편입(유상증자),전문경영인(파트너기업겸직파견등),벤처기업,IT,전문과학및기술서비스업,정상운영,2016-04,8,0,-36
S0524,H066,지분편입(지분매수),교수창업,연구소기업,해당없음,전문과학및기술서비스업,정상운영,2022-08,2,0,-129
S0525,H061,단독설립,교수창업,이노비즈기업,BT,전문과학및기술서비스업,정상운영,2023-04,1,0,-125
S0526,H022,단독설립,교수창업,연구소기업,ET,정보통신업,정상운영,2016-05,8,655,-78
S0527,H011,합작설립,교수창업,벤처기업,해당없음,정보통신업,정상운영,2022-02,2,2170,115
S0528,H037,단독설립,교수창업,연구소기업,IT,제조업,정상운영,2022-06,2,0,-38
S0529,H066,단독설립,전문경영인(창업자),해당없음,IT,제조업,정상운영,2019-11,5,779,-41
S0530,H082,단독설립,전문경영인(창업자),해당없음,BT,전문과학및기술서비스업,정상운영,2023-12,1,0,-135
S0531,H080,단독설립,학생창업,해당없음,IT,제조업,정상운영,2016-02,8,0,-39
S0532,H043,단독설립,기타,해당없음,BT,제조업,정상운영,2021-08,3,0,-131
S0533,H012,지분편입(유상증자),학생창업,벤처기업,NT,제조업,정상운영,2023-12,1,0,-128
S0534,H031,지분편입(지분매수),교수창업,연구소기업,IT,도매및소매업,정상운영,2019-08,5,0,-109
S0535,H040,지분편입(지분매수),교수창업,연구소기업,IT,제조업,정상운영,2023-04,1,0,-130
S0536,H029,단독설립,교수창업,해당없음,IT,제조업,정상운영,2021-05,3,0,-17
S0537,H026,합작설립,교수창업,벤처기업,BT,정보통신업,정상운영,2023-06,1,0,-27
S0538,H019,합작설립,교수창업,해당없음,IT,제조업,정상운영,2016-05,8,549,-104
S0539,H004,합작설립,전문경영인(창업자),벤처기업,해당없음,제조업,정상운영,2016-12,8,0,-61
S0540,H006,합작설립,전문경영인(파트너기업겸직파견등),해당없음,ET,제조업,정상운영,2023-08,1,0,-100
S0541,H032,지분편입(지분매수),교수창업,연구소기업,BT,정보통신업,정상운영,2019-06,5,0,-59
S0542,H061,단독설립,교수창업,연구소기업,해당없음,전문과학및기술서비스업,정상운영,2021-08,3,0,-74
S0543,H079,단독설립,교수창업,연구소기업,IT,제조업,투자회수(전액),2018-12,6,0,0
S0544,H010,지분편입(유상증자),기타,연구소기업,ET,정보통신업,정상운영,2022-05,2,0,-63
S0545,H059,지분편입(지분매수),전문경영인(파트너기업겸직파견등),해당없음,BT,도매및소매업,정상운영,2017-10,7,0,-116
S0546,H054,지분편입(지분매수),교수창업,해당없음,해당없음,정보통신업,정상운영,2020-05,4,0,-145
S0547,H081,단독설립,교수창업,해당없음,BT,도매및소매업,정상운영,2023-10,1,0,-136
S0548,H074,단독설립,교수창업,연구소기업,BT,제조업,정상운영,2017-01,7,0,-40
S0549,H025,지분편입(지분매수),전문경영인(파트너기업겸직파견등),연구소기업,ET,정보통신업,정상운영,2019-03,5,280,2
S0550,H050,합작설립,기타,해당없음,BT,제조업,정상운영,2017-03,7,0,-117
S0551,H064,지분편입(유상증자),전문경영인(파트너기업겸직파견등),해당없음,NT,제조업,정상운영,2017-09,7,0,-144
S0552,H052,단독설립,학생창업,해당없음,BT,정보통신업,폐업(청산),2019-05,5,0,0
S0553,H032,지분편입(유상증자),교수창업,연구소기업,ET,제조업,정상운영,2023-01,1,0,-37
S0554,H019,단독설립,전문경영인(창업자),연구소기업,해당없음,제조업,정상운영,2017-04,7,1196,41
S0555,H084,합작설립,교수창업,연구소기업,ET,제조업,정상운영,2020-06,4,0,-50
S0556,H001,합작설립,교수창업,연구소기업,BT,전문과학및기술서비스업,정상운영,2018-10,6,173,20
S0557,H014,단독설립,학생창업,벤처기업,IT,제조업,정상운영,2018-06,6,461,-28
S0558,H055,지분편입(유상증자),교수창업,해당없음,ET,제조업,정상운영,2020-12,4,0,-82
S0559,H029,지분편입(지분매수),전문경영인(창업자),벤처기업,IT,정보통신업,정상운영,2023-05,1,0,-44
S0560,H023,단독설립,전문경영인(창업자),해당없음,해당없음,정보통신업,정상운영,2019-05,5,0,-124
S0561,H067,단독설립,교수창업,해당없음,BT,제조업,정상운영,2023-12,1,0,-143
S0562,H060,합작설립,교수창업,연구소기업,IT,정보통신업,정상운영,2019-03,5,0,-55
S0563,H007,합작설립,교수창업,해당없음,BT,제조업,정상운영,2009-10,15,1251,6
S0564,H072,단독설립,학생창업,연구소기업,IT,제조업,정상운영,2017-11,7,0,-39
S0565,H032,단독설립,전문경영인(파트너기업겸직파견등),해당없음,BT,제조업,정상운영,2016-05,8,0,-52
S0566,H016,단독설립,학생창업,연구소기업,해당없음,정보통신업,정상운영,2019-08,5,0,-63
S0567,H059,단독설립,전문경영인(파트너기업겸직파견등),해당없음,CT,제조업,정상운영,2021-12,3,2153,-54
S0568,H018,단독설립,교수창업,해당없음,BT,전문과학및기술서비스업,정상운영,2020-08,4,0,-116
S0569,H060,지분편입(지분매수),전문경영인(파트너기업겸직파견등),해당없음,ET,정보통신업,정상운영,2021-11,3,2084,-114
S0570,H068,지분편입(지분매수),기타,벤처기업,CT,정보통신업,폐업(청산),2013-05,11,0,0
S0571,H072,지분편입(지분매수),교수창업,연구소기업,NT,전문과학및기술서비스업,정상운영,2017-03,7,1342,-110
S0572,H077,단독설립,전문경영인(창업자),해당없음,IT,제조업,정상운영,2020-12,4,185,-116
S0573,H041,단독설립,교수창업,연구소기업,BT,제조업,정상운영,2016-12,8,0,-9
S0574,H057,단독설립,전문경영인(창업자),연구소기업,해당없음,정보통신업,정상운영,2014-03,10,850,-127
S0575,H079,지분편입(유상증자),학생창업,연구소기업,IT,정보통신업,정상운영,2018-03,6,0,-98
S0576,H065,지분편입(지분매수),교수창업,해당없음,IT,전문과학및기술서비스업,정상운영,2022-10,2,0,-90
S0577,H055,단독설립,무응답,해당없음,해당없음,제조업,정상운영,2022-05,2,195,-84
S0578,H071,단독설립,교수창업,해당없음,BT,제조업,정상운영,2016-07,8,0,-133
S0579,H058,지분편입(지분매수),전문경영인(파트너기업겸직파견등),연구소기업,IT,전문과학및기술서비스업,폐업(청산),2023-05,1,0,0
S0580,H021,단독설립,교수창업,해당없음,IT,전문과학및기술서비스업,폐업(청산),2018-11,6,0,0
S0581,H061,지분편입(지분매수),전문경영인(창업자),연구소기업,BT,제조업,정상운영,2011-04,13,1403,-106
S0582,H058,단독설립,교수창업,연구소기업,IT,전문과학및기술서비스업,정상운영,2020-01,4,1241,9
S0583,H034,지분편입(지분매수),학생창업,이노비즈기업,ET,전문과학및기술서비스업,정상운영,2021-04,3,0,-115
S0584,H032,지분편입(유상증자),교수창업,해당없음,ET,제조업,정상운영,2019-10,5,1256,-100
S0585,H082,합작설립,무응답,벤처기업,IT,교육서비스업,정상운영,2018-05,6,358,-101
S0586,H036,지분편입(지분매수),교수창업,연구소기업,해당없음,제조업,정상운영,2017-03,7,712,19
S0587,H067,합작설립,전문경영인(파트너기업겸직파견등),벤처기업,IT,정보통신업,정상운영,2018-10,6,0,-119
S0588,H063,단독설립,교수창업,해당없음,BT,정보통신업,정상운영,2022-01,2,0,-118
S0589,H081,단독설립,전문경영인(파트너기업겸직파견등),벤처기업,해당없음,전문과학및기술서비스업,정상운영,2020-05,4,0,-128
S0590,H031,단독설립,교수창업,해당없음,해당없음,제조업,정상운영,2015-06,9,0,-14
S0591,H036,지분편입(지분매수),전문경영인(창업자),해당없음,IT,제조업,정상운영,2016-12,8,0,-120
S0592,H057,지분편입(지분매수),교수창업,연구소기업,IT,제조업,정상운영,2019-09,5,170,-100
S0593,H010,지분편입(유상증자),교수창업,해당없음,IT,제조업,정상운영,2021-12,3,0,-114
S0594,H037,지분편입(지분매수),전문경영인(창업자),연구소기업,IT,정보통신업,정상운영,2017-09,7,0,-69
S0595,H031,지분편입(지분매수),교수창업,연구소기업,IT,전문과학및기술서비스업,정상운영,2022-07,2,1981,-40
S0596,H035,단독설립,무응답,연구소기업,IT,전문과학및기술서비스업,정상운영,2016-08,8,669,57
S0597,H043,지분편입(지분매수),학생창업,해당없음,ET,정보통신업,정상운영,2023-10,1,1593,-10
S0598,H041,단독설립,전문경영인(창업자),연구소기업,BT,정보통신업,정상운영,2022-03,2,0,-16
S0599,H070,단독설립,전문경영인(파트너기업겸직파견등),연구소기업,IT,교육서비스업,투자회수(전액),2022-06,2,0,0
S0600,H011,합작설립,교수창업,해당없음,해당없음,제조업,정상운영,2019-11,5,545,134
S0601,H018,단독설립,학생창업,연구소기업,BT,제조업,투자회수(전액),2016-03,8,0,0
S0602,H020,지분편입(지분매수),전문경영인(파트너기업겸직파견등),벤처기업,BT,전문과학및기술서비스업,정상운영,2019-10,5,1227,-81
S0603,H030,단독설립,교수창업,벤처기업,IT,전문과학및기술서비스업,정상운영,2021-09,3,0,-150
S0604,H050,단독설립,전문경영인(창업자),해당없음,IT,제조업,정상운영,2021-06,3,883,-58
S0605,H020,합작설립,학생창업,연구소기업,ET,정보통신업,정상운영,2023-09,1,1848,67
S0606,H028,지분편입(지분매수),교수창업,벤처기업,ET,정보통신업,정상운영,2018-06,6,2042,42
S0607,H009,합작설립,전문경영인(파트너기업겸직파견등),벤처기업,IT,도매및소매업,정상운영,2020-07,4,0,-43
S0608,H054,단독설립,무응답,해당없음,IT,제조업,정상운영,2011-08,13,1766,124
S0609,H053,합작설립,학생창업,해당없음,NT,제조업,정상운영,2018-11,6,989,71
S0610,H043,지분편입(지분매수),교수창업,벤처기업,ET,제조업,정상운영,2018-03,6,1171,62
S0611,H070,지분편입(유상증자),학생창업,해당없음,IT,제조업,정상운영,2022-09,2,1820,128
S0612,H060,단독설립,학생창업,해당없음,ET,정보통신업,정상운영,2023-08,1,0,-92
S0613,H054,단독설립,무응답,연구소기업,IT,전문과학및기술서비스업,정상운영,2020-03,4,0,-5
S0614,H008,단독설립,교수창업,해당없음,해당없음,제조업,정상운영,2019-08,5,373,-15
S0615,H027,단독설립,교수창업,해당없음,IT,제조업,정상운영,2022-07,2,770,-65
S0616,H054,지분편입(지분매수),전문경영인(파트너기업겸직파견등),벤처기업,BT,정보통신업,정상운영,2017-01,7,0,-119
S0617,H050,지분편입(지분매수),교수창업,벤처기업,IT,제조업,정상운영,2016-11,8,0,-38
S0618,H075,지분편입(지분매수),교수창업,해당없음,BT,전문과학및기술서비스업,정상운영,2017-02,7,1389,125
S0619,H003,합작설립,전문경영인(창업자),해당없음,IT,제조업,정상운영,2021-06,3,0,-85
S0620,H074,지분편입(지분매수),전문경영인(창업자),연구소기업,IT,제조업,정상운영,2018-04,6,2160,-118
S0621,H049,단독설립,교수창업,연구소기업,CT,제조업,정상운영,2021-05,3,2037,-81
S0622,H062,합작설립,교수창업,해당없음,IT,도매및소매업,정상운영,2017-04,7,0,-9
S0623,H001,단독설립,교수창업,해당없음,BT,정보통신업,정상운영,2020-04,4,0,-128
S0624,H046,합작설립,기타,해당없음,BT,제조업,정상운영,2019-03,5,1634,-59
S0625,H039,합작설립,전문경영인(창업자),해당없음,IT,제조업,정상운영,2019-05,5,973,-146
S0626,H050,지분편입(지분매수),교수창업,해당없음,IT,정보통신업,정상운영,2019-10,5,1073,-43
S0627,H054,단독설립,교수창업,연구소기업,IT,제조업,정상운영,2020-12,4,0,-20
S0628,H069,단독설립,학생창업,연구소기업,IT,정보통신업,정상운영,2022-02,2,1448,-16
S0629,H070,단독설립,기타,연구소기업,NT,도매및소매업,투자회수(일부),2019-11,5,0,0
S0630,H078,합작설립,교수창업,벤처기업,IT,제조업,정상운영,2023-04,1,0,-73
S0631,H029,합작설립,교수창업,해당없음,IT,정보통신업,정상운영,2023-06,1,0,-59
S0632,H063,단독설립,교수창업,벤처기업,NT,제조업,정상운영,2020-08,4,1449,88
S0633,H029,지분편입(유상증자),교수창업,연구소기업,BT,제조업,정상운영,2017-08,7,0,-26
S0634,H035,단독설립,교수창업,벤처기업,해당없음,전문과학및기술서비스업,정상운영,2016-10,8,822,-126
S0635,H056,단독설립,전문경영인(창업자),벤처기업,IT,전문과학및기술서비스업,정상운영,2022-11,2,205,-116
S0636,H063,합작설립,교수창업,연구소기업,BT,정보통신업,정상운영,2019-01,5,56,-97
S0637,H004,단독설립,전문경영인(창업자),해당없음,IT,전문과학및기술서비스업,정상운영,2013-12,11,1197,-76
S0638,H050,단독설립,교수창업,해당없음,IT,제조업,정상운영,2021-09,3,0,-144
S0639,H044,단독설립,학생창업,연구소기업,ET,정보통신업,정상운영,2019-04,5,0,-129
S0640,H052,지분편입(지분매수),학생창업,해당없음,BT,제조업,정상운영,2020-12,4,1030,-61
S0641,H022,지분편입(지분매수),교수창업,해당없음,해당없음,제조업,정상운영,2023-04,1,0,-136
S0642,H060,단독설립,교수창업,해당없음,IT,제조업,정상운영,2016-06,8,0,-114
S0643,H017,지분편입(지분매수),학생창업,벤처기업,IT,제조업,정상운영,2020-11,4,0,-102
S0644,H080,단독설립,교수창업,연구소기업,해당없음,정보통신업,정상운영,2023-01,1,0,-121
S0645,H069,지분편입(유상증자),전문경영인(파트너기업겸직파견등),해당없음,해당없음,정보통신업,정상운영,2022-07,2,2222,25
S0646,H004,합작설립,학생창업,해당없음,ET,제조업,정상운영,2018-11,6,0,-84
S0647,H051,단독설립,교수창업,해당없음,IT,정보통신업,정상운영,2019-02,5,727,153
S0648,H076,단독설립,기타,해당없음,BT,제조업,정상운영,2018-06,6,0,-67
S0649,H073,단독설립,교수창업,해당없음,CT,정보통신업,정상운영,2019-09,5,0,-89
S0650,H004,단독설립,교수창업,벤처기업,IT,정보통신업,정상운영,2018-02,6,987,-102
S0651,H011,지분편입(유상증자),무응답,벤처기업,BT,도매및소매업,정상운영,2013-05,11,0,-148
S0652,H083,지분편입(지분매수),학생창업,해당없음,IT,제조업,정상운영,2023-09,1,0,-121
S0653,H055,지분편입(지분매수),학생창업,해당없음,BT,전문과학및기술서비스업,정상운영,2021-09,3,0,-123
S0654,H018,합작설립,전문경영인(창업자),연구소기업,ET,제조업,정상운영,2016-12,8,0,-41
S0655,H060,합작설립,교수창업,연구소기업,IT,제조업,정상운영,2019-09,5,0,-1
S0656,H024,지분편입(지분매수),교수창업,벤처기업,IT,정보통신업,정상운영,2018-02,6,0,-94
S0657,H007,단독설립,교수창업,연구소기업,해당없음,제조업,정상운영,2016-01,8,216,-109
S0658,H034,합작설립,학생창업,연구소기업,IT,제조업,정상운영,2018-08,6,545,-53
S0659,H049,단독설립,전문경영인(창업자),해당없음,IT,전문과학및기술서비스업,정상운영,2020-10,4,1763,140
S0660,H042,지분편입(유상증자),교수창업,연구소기업,해당없음,제조업,정상운영,2021-09,3,42,-121
S0661,H028,지분편입(지분매수),학생창업,연구소기업,BT,정보통신업,정상운영,2009-04,15,1618,137
S0662,H059,지분편입(지분매수),학생창업,해당없음,BT,전문과학및기술서비스업,정상운영,2020-04,4,0,-149
S0663,H042,단독설립,전문경영인(창업자),연구소기업,NT,도매및소매업,정상운영,2023-05,1,0,-67
S0664,H044,지분편입(지분매수),교수창업,벤처기업,IT,제조업,정상운영,2021-12,3,149,103
S0665,H049,지분편입(지분매수),교수창업,연구소기업,BT,정보통신업,휴업,2017-03,7,0,0
S0666,H036,단독설립,교수창업,연구소기업,IT,정보통신업,정상운영,2022-12,2,33,-110
S0667,H054,단독설립,전문경영인(파트너기업겸직파견등),연구소기업,IT,제조업,정상운영,2018-11,6,0,-15
S0668,H033,단독설립,전문경영인(파트너기업겸직파견등),연구소기업,BT,도매및소매업,정상운영,2020-04,4,2052,2
S0669,H011,지분편입(지분매수),교수창업,연구소기업,IT,정보통신업,정상운영,2016-04,8,0,-26
S0670,H061,합작설립,교수창업,해당없음,IT,정보통신업,투자회수(일부),2022-12,2,0,0
S0671,H003,지분편입(지분매수),전문경영인(파트너기업겸직파견등),해당없음,NT,전문과학및기술서비스업,정상운영,2018-12,6,0,-23
S0672,H070,단독설립,학생창업,해당없음,IT,전문과학및기술서비스업,정상운영,2015-08,9,0,-51
S0673,H007,단독설립,기타,해당없음,해당없음,도매및소매업,정상운영,2022-03,2,107,89
S0674,H045,지분편입(지분매수),교수창업,연구소기업,BT,도매및소매업,정상운영,2022-01,2,0,-74
S0675,H029,단독설립,교수창업,연구소기업,해당없음,제조업,정상운영,2019-10,5,819,-21
S0676,H084,지분편입(유상증자),학생창업,연구소기업,IT,제조업,정상운영,2016-05,8,0,-31
S0677,H009,합작설립,교수창업,연구소기업,ET,제조업,투자회수(전액),2016-09,8,0,0
S0678,H084,지분편입(지분매수),교수창업,해당없음,BT,제조업,정상운영,2012-05,12,0,-72
S0679,H006,지분편입(지분매수),교수창업,벤처기업,BT,전문과학및기술서비스업,정상운영,2021-02,3,0,-118
S0680,H004,단독설립,전문경영인(파트너기업겸직파견등),기타,BT,전문과학및기술서비스업,정상운영,2022-12,2,0,-132
S0681,H032,단독설립,교수창업,해당없음,NT,정보통신업,정상운영,2021-04,3,119,78
S0682,H026,지분편입(지분매수),전문경영인(파트너기업겸직파견등),벤처기업,BT,전문과학및기술서비스업,정상운영,2019-12,5,0,-11
S0683,H003,단독설립,학생창업,해당없음,IT,제조업,정상운영,2018-02,6,2041,86
S0684,H080,단독설립,학생창업,연구소기업,BT,제조업,정상운영,2021-03,3,0,-45
S0685,H020,단독설립,교수창업,벤처기업,ET,제조업,정상운영,2017-09,7,0,-93
S0686,H031,합작설립,기타,벤처기업,IT,제조업,정상운영,2021-05,3,0,-30
