자회사ID,모회사ID,설립유형,대표이사유형,기업인증현황,분야별현황,업종별현황,운영현황,설립연월,업력,매출액,당기순이익
S0442,H059,지분편입(지분매수),기타,연구소기업,NT,정보통신업,정상운영,2021-04,3,0백만원,-139.0
S0443,H045,단독설립,교수창업,벤처기업,IT,제조업,정상운영,2017-03,7,578백만원,-56.0
S0444,H040,합작설립,교수창업,벤처기업,IT,전문과학및기술서비스업,정상운영,2019-08,5,0백만원,-95.0
S0445,H030,합작설립,기타,벤처기업,BT,제조업,투자회수(전액),2011-12,13,0백만원,0.0
S0446,H029,단독설립,교수창업,해당없음,해당없음,제조업,정상운영,2023-04,1,0백만원,-2.0
S0447,H004,합작설립,교수창업,연구소기업,BT,도매및소매업,정상운영,2023-06,1,0백만원,-121.0
S0448,H025,합작설립,교수창업,연구소기업,IT,제조업,정상운영,2023-03,1,199백만원,-78.0
S0449,H052,단독설립,교수창업,벤처기업,BT,정보통신업,정상운영,2019-05,5,"1,270백만원",-131.0
S0450,H043,단독설립,학생창업,벤처기업,BT,제조업,정상운영,2013-02,11,0백만원,-44.0
S0451,H036,단독설립,무응답,해당없음, iT ,제조업,정상운영,2016-01,8,0백만원,-147.0
S0452,H009,단독설립,교수창업,연구소기업,BT,제조업,정상운영,2023-04,1,0백만원,
S0453,H036,합작설립,전문경영인(창업자),해당없음,IT,제조업,정상운영,2020-10,4,0백만원,-67.0
S0454,H045,단독설립,교수창업,해당없음,BT,제조업,정상운영,2022-08,2,0백만원,-69.0
S0455,H083,지분편입(지분매수),교수창업,해당없음,해당없음,정보통신업,정상운영,2016-08,8,0백만원,-54.0
S0456,H066,단독설립,학생창업,벤처기업,BT, 제 조 업 ,정상운영,2017-04,7,"1,619백만원",50.0
S0457,H052,단독설립,교수창업,연구소기업,IT,정보통신업,정상운영,2023-11,1,0백만원,-56.0
S0458,H069,지분편입(지분매수),교수창업,연구소기업, iT ,정보통신업,정상운영,2011-10,13,,-5.0
S0459,H043,합작설립,교수창업,연구소기업,BT,제조업,투자회수(전액),2012-08,12,0백만원,0.0
S0460,H004,지분편입(지분매수),교수창업,해당없음,BT,정보통신업,정상운영,2023-04,1,209백만원,-36.0
S0461,H015,지분편입(지분매수),학생창업,해당없음,IT,전문과학및기술서비스업,폐업(청산),2019-03,5,0백만원,0.0
S0462,H034,단독설립,교수창업,해당없음,BT,제조업,정상운영,2012-08,12,851백만원,-91.0
S0463,H023,지분편입(지분매수),교수창업,연구소기업,IT,정보통신업,정상운영,2022-09,2,0백만원,-98.0
S0464,H075,합작설립,교수창업,해당없음, iT ,제조업,정상운영,2021-11,3,104백만원,-104.0
S0465,H034,단독설립,무응답,벤처기업, iT ,정보통신업,정상운영,2020-02,4,0백만원,-144.0
S0466,H005,합작설립,전문경영인(파트너기업겸직파견등),해당없음,해당없음, 제 조 업 ,정상운영,2017-10,7,0백만원,-113.0
S0467,H014,단독설립,기타,신기술창업전문회사,BT,제조업,정상운영,2017-06,7,0백만원,-147.0
S0468,H077,단독설립,전문경영인(창업자),해당없음,NT,전문과학및기술서비스업,정상운영,2015-03,9,428백만원,-28.0
S0469,H056,단독설립,교수창업,연구소기업,해당없음,정보통신업,정상운영,2022-04,2,804백만원,-15.0
S0470,H045,단독설립,전문경영인(파트너기업겸직파견등),해당없음,IT,정보통신업,정상운영,2016-08,8,0백만원,-137.0
S0471,H041,지분편입(유상증자),교수창업,연구소기업,IT,제조업,정상운영,2023-12,1,0백만원,-91.0
S0472,H056,지분편입(지분매수),전문경영인(창업자),해당없음,BT,정보통신업,정상운영,2016-02,8,"1,742백만원",
S0473,H078,지분편입(유상증자),전문경영인(파트너기업겸직파견등),벤처기업,NT,전문과학및기술서비스업,정상운영,2022-01,2,,-133.0
S0474,H066,지분편입(지분매수),전문경영인(창업자),연구소기업,BT,제조업,정상운영,2023-12,1,0백만원,-93.0
S0475,H015,합작설립,교수창업,벤처기업,IT,정보통신업,정상운영,2023-01,1,0백만원,-119.0
S0476,H050,지분편입(지분매수),교수창업,해당없음,해당없음,제조업,정상운영,2017-11,7,"1,818백만원",34.0
S0477,H074,단독설립,교수창업,연구소기업,IT,정보통신업,정상운영,2012-11,12,0백만원,-124.0
S0478,H025,단독설립,학생창업,연구소기업,IT,전문과학및기술서비스업,정상운영,2014-07,10,808백만원,-139.0
S0479,H033,단독설립,교수창업,해당없음,BT,전문과학및기술서비스업,정상운영,2023-09,1,,52.0
S0480,H006,지분편입(지분매수),교수창업,연구소기업,해당없음,제조업,정상운영,2020-08,4,0백만원,-107.0
S0481,H056,단독설립,전문경영인(창업자),해당없음,BT,제조업,정상운영,2022-07,2,0백만원,-67.0
S0482,H001,단독설립,학생창업,연구소기업,NT,제조업,정상운영,2018-02,6,"1,566백만원",-93.0
S0483,H067,단독설립,학생창업,연구소기업,IT, 제 조 업 ,정상운영,2018-07,6,0백만원,-52.0
S0484,H069,지분편입(유상증자),전문경영인(창업자),해당없음, iT ,제조업,정상운영,2017-05,7,328백만원,-68.0
S0485,H026,합작설립,전문경영인(창업자),해당없음,해당없음,정보통신업,정상운영,2018-12,6,106백만원,-61.0
S0486,H047,지분편입(유상증자),전문경영인(창업자),연구소기업,IT,제조업,정상운영,2011-09,13,,-139.0
S0487,H056,단독설립,교수창업,해당없음,IT,전문과학및기술서비스업,정상운영,2019-02,5,0백만원,-99.0
S0488,H009,지분편입(유상증자),전문경영인(창업자),연구소기업,NT,교육서비스업,정상운영,2017-12,7,0백만원,-21.0
S0489,H043,지분편입(지분매수),기타,해당없음,BT,전문과학및기술서비스업,정상운영,2023-10,1,0백만원,-18.0
S0490,H080,지분편입(지분매수),기타,해당없음,NT,정보통신업,정상운영,2010-11,14,0백만원,-70.0
S0491,H041,합작설립,무응답,연구소기업,IT,제조업,정상운영,2022-09,2,0백만원,-142.0
S0492,H016,단독설립,전문경영인(창업자),벤처기업,BT,정보통신업,정상운영,2023-12,1,104백만원,-60.0
S0493,H039,단독설립,학생창업,신기술창업전문회사,IT,정보통신업,정상운영,2023-01,1,"1,761백만원",148.0
S0494,H065,지분편입(지분매수),학생창업,연구소기업,BT,정보통신업,정상운영,2022-08,2,"2,231백만원",-130.0
S0495,H040,지분편입(지분매수),기타,해당없음,해당없음,제조업,투자회수(일부),2017-08,7,0백만원,
S0496,H053,지분편입(지분매수),교수창업,벤처기업,BT,전문과학및기술서비스업,정상운영,2013-12,11,"1,477백만원",142.0
S0497,H042,지분편입(지분매수),교수창업,벤처기업,IT,제조업,정상운영,2023-01,1,"1,728백만원",72.0
S0498,H052,합작설립,학생창업,해당없음,IT,제조업,정상운영,2020-05,4,0백만원,-3.0
S0499,H038,합작설립,전문경영인(창업자),연구소기업,해당없음,도매및소매업,정상운영,2022-07,2,0백만원,-57.0
S0500,H071,단독설립,교수창업,연구소기업,NT,제조업,정상운영,2019-12,5,907백만원,-10.0
S0501,H017,지분편입(지분매수),기타,연구소기업,BT,정보통신업,정상운영,2016-01,8,0백만원,-117.0
S0502,H025,단독설립,기타,해당없음,BT,정보통신업,정상운영,2019-06,5,0백만원,
S0503,H054,지분편입(지분매수),전문경영인(파트너기업겸직파견등),신기술창업전문회사,BT,제조업,투자회수(전액),2021-07,3,0백만원,
S0504,H049,지분편입(지분매수),교수창업,해당없음,해당없음,정보통신업,정상운영,2020-12,4,0백만원,-77.0
S0505,H023,지분편입(지분매수),교수창업,연구소기업,IT, 제 조 업 ,정상운영,2012-09,12,0백만원,-45.0
S0506,H079,단독설립,교수창업,연구소기업,해당없음, 제 조 업 ,정상운영,2020-11,4,0백만원,-73.0
S0507,H073,단독설립,교수창업,해당없음,IT,정보통신업,정상운영,2018-11,6,0백만원,
S0508,H039,합작설립,교수창업,해당없음,IT,정보통신업,정상운영,2017-08,7,"1,059백만원",-50.0
S0509,H052,지분편입(지분매수),교수창업,해당없음,BT,정보통신업,정상운영,2022-07,2,0백만원,-81.0
S0510,H071,단독설립,학생창업,벤처기업,BT,제조업,정상운영,2019-02,5,0백만원,-119.0
S0511,H001,지분편입(유상증자),교수창업,연구소기업,NT,제조업,정상운영,2023-02,1,418백만원,66.0
S0512,H039,단독설립,전문경영인(창업자),벤처기업,IT,전문과학및기술서비스업,정상운영,2023-03,1,0백만원,-7.0
S0513,H037,단독설립,교수창업,해당없음,해당없음,교육서비스업,정상운영,2008-05,16,0백만원,-51.0
S0514,H027,지분편입(지분매수),교수창업,연구소기업,BT,제조업,폐업(청산),2018-10,6,0백만원,0.0
S0515,H056,단독설립,교수창업,해당없음,IT,기타,정상운영,2008-02,16,,-1.0
S0516,H075,지분편입(지분매수),학생창업,벤처기업,BT,정보통신업,정상운영,2023-12,1,822백만원,89.0
S0517,H078,합작설립,교수창업,연구소기업,IT,정보통신업,정상운영,2016-03,8,"2,072백만원",-20.0
S0518,H084,단독설립,전문경영인(창업자),해당없음,ET,제조업,정상운영,2021-06,3,"2,200백만원",
S0519,H042,지분편입(유상증자),교수창업,해당없음,BT,정보통신업,정상운영,2015-07,9,0백만원,-123.0
S0520,H060,지분편입(지분매수),전문경영인(창업자),벤처기업,해당없음,전문과학및기술서비스업,정상운영,2016-11,8,0백만원,-65.0
S0521,H057,단독설립,기타,벤처기업,해당없음,전문과학및기술서비스업,정상운영,2023-06,1,0백만원,-123.0
S0522,H057,지분편입(지분매수),학생창업,연구소기업,BT,제조업,정상운영,2018-03,6,0백만원,-108.0
S0523,H028,지분편입(유상증자),전문경영인(파트너기업겸직파견등),벤처기업,IT,전문과학및기술서비스업,정상운영,2016-04,8,0백만원,-36.0
S0524,H066,지분편입(지분매수),교수창업,연구소기업,해당없음,전문과학및기술서비스업,정상운영,2022-08,2,0백만원,-129.0
S0525,H061,단독설립,교수창업,이노비즈기업,BT,전문과학및기술서비스업,정상운영,2023-04,1,0백만원,-125.0
S0526,H022,단독설립,교수창업,연구소기업, iT ,정보통신업,정상운영,2016-05,8,655백만원,-78.0
S0527,H011,합작설립,교수창업,벤처기업,해당없음,정보통신업,정상운영,2022-02,2,"2,170백만원",115.0
S0528,H037,단독설립,교수창업,연구소기업,IT,제조업,정상운영,2022-06,2,0백만원,-38.0
S0529,H066,단독설립,전문경영인(창업자),해당없음,IT,제조업,정상운영,2019-11,5,779백만원,-41.0
S0530,H082,단독설립,전문경영인(창업자),해당없음,BT,전문과학및기술서비스업,정상운영,2023-12,1,0백만원,
S0531,H080,단독설립,학생창업,해당없음,IT,제조업,정상운영,2016-02,8,,
S0532,H043,단독설립,기타,해당없음,BT,제조업,정상운영,2021-08,3,0백만원,-131.0
S0533,H012,지분편입(유상증자),학생창업,벤처기업,NT,제조업,정상운영,2023-12,1,0백만원,-128.0
S0534,H031,지분편입(지분매수),교수창업,연구소기업,IT,도매및소매업,정상운영,2019-08,5,0백만원,-109.0
S0535,H040,지분편입(지분매수),교수창업,연구소기업,IT,제조업,정상운영,2023-04,1,0백만원,-130.0
S0536,H029,단독설립,교수창업,해당없음,IT,제조업,정상운영,2021-05,3,,-17.0
S0537,H026,합작설립,교수창업,벤처기업,BT,정보통신업,정상운영,2023-06,1,0백만원,-27.0
S0538,H019,합작설립,교수창업,해당없음,IT,제조업,정상운영,2016-05,8,549백만원,-104.0
S0539,H004,합작설립,전문경영인(창업자),벤처기업,해당없음,제조업,정상운영,2016-12,8,0백만원,-61.0
S0540,H006,합작설립,전문경영인(파트너기업겸직파견등),해당없음,ET,제조업,정상운영,2023-08,1,0백만원,-100.0
S0541,H032,지분편입(지분매수),교수창업,연구소기업,BT,정보통신업,정상운영,2019-06,5,0백만원,-59.0
S0542,H061,단독설립,교수창업,연구소기업,해당없음,전문과학및기술서비스업,정상운영,2021-08,3,0백만원,-74.0
S0543,H079,단독설립,교수창업,연구소기업,IT, 제 조 업 ,투자회수(전액),2018-12,6,0백만원,0.0
S0544,H010,지분편입(유상증자),기타,연구소기업,ET,정보통신업,정상운영,2022-05,2,,-63.0
S0545,H059,지분편입(지분매수),전문경영인(파트너기업겸직파견등),해당없음,BT,도매및소매업,정상운영,2017-10,7,,-116.0
S0546,H054,지분편입(지분매수),교수창업,해당없음,해당없음,정보통신업,정상운영,2020-05,4,0백만원,-145.0
S0547,H081,단독설립,교수창업,해당없음,BT,도매및소매업,정상운영,2023-10,1,0백만원,-136.0
S0548,H074,단독설립,교수창업,연구소기업,BT,제조업,정상운영,2017-01,7,0백만원,-40.0
S0549,H025,지분편입(지분매수),전문경영인(파트너기업겸직파견등),연구소기업,ET,정보통신업,정상운영,2019-03,5,280백만원,2.0
S0550,H050,합작설립,기타,해당없음,BT,제조업,정상운영,2017-03,7,0백만원,-117.0
S0551,H064,지분편입(유상증자),전문경영인(파트너기업겸직파견등),해당없음,NT,제조업,정상운영,2017-09,7,0백만원,-144.0
S0552,H052,단독설립,학생창업,해당없음,BT,정보통신업,폐업(청산),2019-05,5,0백만원,0.0
S0553,H032,지분편입(유상증자),교수창업,연구소기업, iT ,제조업,정상운영,2023-01,1,0백만원,-37.0
S0554,H019,단독설립,전문경영인(창업자),연구소기업,해당없음,제조업,정상운영,2017-04,7,"1,196백만원",41.0
S0555,H084,합작설립,교수창업,연구소기업,ET,제조업,정상운영,2020-06,4,0백만원,-50.0
S0556,H001,합작설립,교수창업,연구소기업,BT,전문과학및기술서비스업,정상운영,2018-10,6,173백만원,20.0
S0557,H014,단독설립,학생창업,벤처기업,IT,제조업,정상운영,2018-06,6,461백만원,-28.0
S0558,H055,지분편입(유상증자),교수창업,해당없음,ET,제조업,정상운영,2020-12,4,0백만원,-82.0
S0559,H029,지분편입(지분매수),전문경영인(창업자),벤처기업,IT,정보통신업,정상운영,2023-05,1,0백만원,-44.0
S0560,H023,단독설립,전문경영인(창업자),해당없음,해당없음,정보통신업,정상운영,2019-05,5,0백만원,-124.0
S0561,H067,단독설립,교수창업,해당없음,BT,제조업,정상운영,2023-12,1,0백만원,-143.0
S0562,H060,합작설립,교수창업,연구소기업,IT,정보통신업,정상운영,2019-03,5,0백만원,-55.0
S0563,H007,합작설립,교수창업,해당없음,BT,제조업,정상운영,2009-10,15,"1,251백만원",6.0
S0564,H072,단독설립,학생창업,연구소기업,IT,제조업,정상운영,2017-11,7,0백만원,-39.0
S0565,H032,단독설립,전문경영인(파트너기업겸직파견등),해당없음,BT,제조업,정상운영,2016-05,8,0백만원,
S0566,H016,단독설립,학생창업,연구소기업, iT ,정보통신업,정상운영,2019-08,5,0백만원,-63.0
S0567,H059,단독설립,전문경영인(파트너기업겸직파견등),해당없음,CT,제조업,정상운영,2021-12,3,"2,153백만원",-54.0
S0568,H018,단독설립,교수창업,해당없음, iT ,전문과학및기술서비스업,정상운영,2020-08,4,0백만원,-116.0
S0569,H060,지분편입(지분매수),전문경영인(파트너기업겸직파견등),해당없음,ET,정보통신업,정상운영,2021-11,3,"2,084백만원",-114.0
S0570,H068,지분편입(지분매수),기타,벤처기업,CT,정보통신업,폐업(청산),2013-05,11,0백만원,
S0571,H072,지분편입(지분매수),교수창업,연구소기업,NT,전문과학및기술서비스업,정상운영,2017-03,7,"1,342백만원",-110.0
S0572,H077,단독설립,전문경영인(창업자),해당없음,IT,제조업,정상운영,2020-12,4,185백만원,-116.0
S0573,H041,단독설립,교수창업,연구소기업,BT,제조업,정상운영,2016-12,8,0백만원,-9.0
S0574,H057,단독설립,전문경영인(창업자),연구소기업,해당없음,정보통신업,정상운영,2014-03,10,850백만원,-127.0
S0575,H079,지분편입(유상증자),학생창업,연구소기업,IT,정보통신업,정상운영,2018-03,6,0백만원,-98.0
S0576,H065,지분편입(지분매수),교수창업,해당없음,IT,전문과학및기술서비스업,정상운영,2022-10,2,0백만원,-90.0
S0577,H055,단독설립,무응답,해당없음,해당없음,제조업,정상운영,2022-05,2,195백만원,-84.0
S0578,H071,단독설립,교수창업,해당없음,BT,제조업,정상운영,2016-07,8,0백만원,-133.0
S0579,H058,지분편입(지분매수),전문경영인(파트너기업겸직파견등),연구소기업,IT,전문과학및기술서비스업,폐업(청산),2023-05,1,0백만원,0.0
S0580,H021,단독설립,교수창업,해당없음,IT,전문과학및기술서비스업,폐업(청산),2018-11,6,0백만원,0.0
S0581,H061,지분편입(지분매수),전문경영인(창업자),연구소기업,BT,제조업,정상운영,2011-04,13,"1,403백만원",-106.0
S0582,H058,단독설립,교수창업,연구소기업,IT,전문과학및기술서비스업,정상운영,2020-01,4,"1,241백만원",9.0
S0583,H034,지분편입(지분매수),학생창업,이노비즈기업,ET,전문과학및기술서비스업,정상운영,2021-04,3,,-115.0
S0584,H032,지분편입(유상증자),교수창업,해당없음,ET,제조업,정상운영,2019-10,5,"1,256백만원",-100.0
S0585,H082,합작설립,무응답,벤처기업,IT,교육서비스업,정상운영,2018-05,6,358백만원,-101.0
S0586,H036,지분편입(지분매수),교수창업,연구소기업,해당없음,제조업,정상운영,2017-03,7,712백만원,19.0
S0587,H067,합작설립,전문경영인(파트너기업겸직파견등),벤처기업, iT ,정보통신업,정상운영,2018-10,6,0백만원,-119.0
S0588,H063,단독설립,교수창업,해당없음,BT,정보통신업,정상운영,2022-01,2,0백만원,-118.0
S0589,H081,단독설립,전문경영인(파트너기업겸직파견등),벤처기업,해당없음,전문과학및기술서비스업,정상운영,2020-05,4,0백만원,
S0590,H031,단독설립,교수창업,해당없음,해당없음,제조업,정상운영,2015-06,9,0백만원,-14.0
S0591,H036,지분편입(지분매수),전문경영인(창업자),해당없음,IT,제조업,정상운영,2016-12,8,0백만원,-120.0
S0592,H057,지분편입(지분매수),교수창업,연구소기업,IT,제조업,정상운영,2019-09,5,170백만원,-100.0
S0593,H010,지분편입(유상증자),교수창업,해당없음,IT,제조업,정상운영,2021-12,3,0백만원,-114.0
S0594,H037,지분편입(지분매수),전문경영인(창업자),연구소기업,IT,정보통신업,정상운영,2017-09,7,0백만원,-69.0
S0595,H031,지분편입(지분매수),교수창업,연구소기업,IT,전문과학및기술서비스업,정상운영,2022-07,2,"1,981백만원",-40.0
S0596,H035,단독설립,무응답,연구소기업,IT,전문과학및기술서비스업,정상운영,2016-08,8,669백만원,57.0
S0597,H043,지분편입(지분매수),학생창업,해당없음,ET,정보통신업,정상운영,2023-10,1,"1,593백만원",-10.0
S0598,H041,단독설립,전문경영인(창업자),연구소기업,BT,정보통신업,정상운영,2022-03,2,0백만원,-16.0
S0599,H070,단독설립,전문경영인(파트너기업겸직파견등),연구소기업,IT,교육서비스업,투자회수(전액),2022-06,2,0백만원,
S0600,H011,합작설립,교수창업,해당없음,해당없음,제조업,정상운영,2019-11,5,,134.0
S0601,H018,단독설립,학생창업,연구소기업,BT,제조업,투자회수(전액),2016-03,8,0백만원,0.0
S0602,H020,지분편입(지분매수),전문경영인(파트너기업겸직파견등),벤처기업,BT,전문과학및기술서비스업,정상운영,2019-10,5,"1,227백만원",-81.0
S0603,H030,단독설립,교수창업,벤처기업,IT,전문과학및기술서비스업,정상운영,2021-09,3,0백만원,-150.0
S0604,H050,단독설립,전문경영인(창업자),해당없음,IT,제조업,정상운영,2021-06,3,883백만원,-58.0
S0605,H020,합작설립,학생창업,연구소기업,ET,정보통신업,정상운영,2023-09,1,"1,848백만원",67.0
S0606,H028,지분편입(지분매수),교수창업,벤처기업,ET,정보통신업,정상운영,2018-06,6,,42.0
S0607,H009,합작설립,전문경영인(파트너기업겸직파견등),벤처기업, iT ,도매및소매업,정상운영,2020-07,4,0백만원,-43.0
S0608,H054,단독설립,무응답,해당없음,IT,제조업,정상운영,2011-08,13,"1,766백만원",124.0
S0609,H053,합작설립,학생창업,해당없음,NT,제조업,정상운영,2018-11,6,989백만원,71.0
S0610,H043,지분편입(지분매수),교수창업,벤처기업,ET,제조업,정상운영,2018-03,6,"1,171백만원",62.0
S0611,H070,지분편입(유상증자),학생창업,해당없음,IT,제조업,정상운영,2022-09,2,"1,820백만원",128.0
S0612,H060,단독설립,학생창업,해당없음,ET,정보통신업,정상운영,2023-08,1,0백만원,-92.0
S0613,H054,단독설립,무응답,연구소기업,IT,전문과학및기술서비스업,정상운영,2020-03,4,0백만원,-5.0
S0614,H008,단독설립,교수창업,해당없음,해당없음,제조업,정상운영,2019-08,5,373백만원,-15.0
S0615,H027,단독설립,교수창업,해당없음,IT,제조업,정상운영,2022-07,2,770백만원,
S0616,H054,지분편입(지분매수),전문경영인(파트너기업겸직파견등),벤처기업,BT,정보통신업,정상운영,2017-01,7,0백만원,
S0617,H050,지분편입(지분매수),교수창업,벤처기업,IT,제조업,정상운영,2016-11,8,0백만원,-38.0
S0618,H075,지분편입(지분매수),교수창업,해당없음,BT,전문과학및기술서비스업,정상운영,2017-02,7,"1,389백만원",125.0
S0619,H003,합작설립,전문경영인(창업자),해당없음,IT,제조업,정상운영,2021-06,3,0백만원,-85.0
S0620,H074,지분편입(지분매수),전문경영인(창업자),연구소기업,IT,제조업,정상운영,2018-04,6,"2,160백만원",-118.0
S0621,H049,단독설립,교수창업,연구소기업,CT,제조업,정상운영,2021-05,3,"2,037백만원",-81.0
S0622,H062,합작설립,교수창업,해당없음,IT,도매및소매업,정상운영,2017-04,7,0백만원,-9.0
S0623,H001,단독설립,교수창업,해당없음,BT,정보통신업,정상운영,2020-04,4,0백만원,-128.0
S0624,H046,합작설립,기타,해당없음,BT, 제 조 업 ,정상운영,2019-03,5,"1,634백만원",-59.0
S0625,H039,합작설립,전문경영인(창업자),해당없음,IT,제조업,정상운영,2019-05,5,973백만원,-146.0
S0626,H050,지분편입(지분매수),교수창업,해당없음,IT,정보통신업,정상운영,2019-10,5,,
S0627,H054,단독설립,교수창업,연구소기업,IT,제조업,정상운영,2020-12,4,0백만원,-20.0
S0628,H069,단독설립,학생창업,연구소기업,IT,정보통신업,정상운영,2022-02,2,"1,448백만원",-16.0
S0629,H070,단독설립,기타,연구소기업,NT,도매및소매업,투자회수(일부),2019-11,5,0백만원,0.0
S0630,H078,합작설립,교수창업,벤처기업,IT,제조업,정상운영,2023-04,1,0백만원,-73.0
S0631,H029,합작설립,교수창업,해당없음, iT ,정보통신업,정상운영,2023-06,1,,-59.0
S0632,H063,단독설립,교수창업,벤처기업,NT, 제 조 업 ,정상운영,2020-08,4,"1,449백만원",88.0
S0633,H029,지분편입(유상증자),교수창업,연구소기업,BT,제조업,정상운영,2017-08,7,,-26.0
S0634,H035,단독설립,교수창업,벤처기업,해당없음,전문과학및기술서비스업,정상운영,2016-10,8,822백만원,-126.0
S0635,H056,단독설립,전문경영인(창업자),벤처기업,IT,전문과학및기술서비스업,정상운영,2022-11,2,205백만원,-116.0
S0636,H063,합작설립,교수창업,연구소기업,BT,정보통신업,정상운영,2019-01,5,56백만원,-97.0
S0637,H004,단독설립,전문경영인(창업자),해당없음,IT,전문과학및기술서비스업,정상운영,2013-12,11,"1,197백만원",-76.0
S0638,H050,단독설립,교수창업,해당없음,IT,제조업,정상운영,2021-09,3,0백만원,-144.0
S0639,H044,단독설립,학생창업,연구소기업,ET,정보통신업,정상운영,2019-04,5,0백만원,-129.0
S0640,H052,지분편입(지분매수),학생창업,해당없음,BT, 제 조 업 ,정상운영,2020-12,4,"1,030백만원",-61.0
S0641,H022,지분편입(지분매수),교수창업,해당없음,해당없음,제조업,정상운영,2023-04,1,0백만원,-136.0
S0642,H060,단독설립,교수창업,해당없음,IT,제조업,정상운영,2016-06,8,,-114.0
S0643,H017,지분편입(지분매수),학생창업,벤처기업,IT,제조업,정상운영,2020-11,4,,-102.0
S0644,H080,단독설립,교수창업,연구소기업,해당없음,정보통신업,정상운영,2023-01,1,0백만원,
S0645,H069,지분편입(유상증자),전문경영인(파트너기업겸직파견등),해당없음,해당없음,정보통신업,정상운영,2022-07,2,"2,222백만원",25.0
S0646,H004,합작설립,학생창업,해당없음,ET,제조업,정상운영,2018-11,6,0백만원,-84.0
S0647,H051,단독설립,교수창업,해당없음,IT,정보통신업,정상운영,2019-02,5,727백만원,153.0
S0648,H076,단독설립,기타,해당없음,BT,제조업,정상운영,2018-06,6,0백만원,-67.0
S0649,H073,단독설립,교수창업,해당없음,CT,정보통신업,정상운영,2019-09,5,0백만원,-89.0
S0650,H004,단독설립,교수창업,벤처기업,IT, 제 조 업 ,정상운영,2018-02,6,,-102.0
S0651,H011,지분편입(유상증자),무응답,벤처기업,BT,도매및소매업,정상운영,2013-05,11,,
S0652,H083,지분편입(지분매수),학생창업,해당없음,IT,제조업,정상운영,2023-09,1,0백만원,-121.0
S0653,H055,지분편입(지분매수),학생창업,해당없음,BT,전문과학및기술서비스업,정상운영,2021-09,3,0백만원,-123.0
S0654,H018,합작설립,전문경영인(창업자),연구소기업,ET,제조업,정상운영,2016-12,8,0백만원,-41.0
S0655,H060,합작설립,교수창업,연구소기업,IT,제조업,정상운영,2019-09,5,0백만원,-1.0
S0656,H024,지분편입(지분매수),교수창업,벤처기업,IT,정보통신업,정상운영,2018-02,6,0백만원,-94.0
S0657,H007,단독설립,교수창업,연구소기업,해당없음,제조업,정상운영,2016-01,8,216백만원,-109.0
S0658,H034,합작설립,학생창업,연구소기업,IT,제조업,정상운영,2018-08,6,545백만원,-53.0
S0659,H049,단독설립,전문경영인(창업자),해당없음,IT,전문과학및기술서비스업,정상운영,2020-10,4,,140.0
S0660,H042,지분편입(유상증자),교수창업,연구소기업,해당없음,제조업,정상운영,2021-09,3,42백만원,-121.0
S0661,H028,지분편입(지분매수),학생창업,연구소기업,BT,정보통신업,정상운영,2009-04,15,"1,618백만원",137.0
S0662,H059,지분편입(지분매수),학생창업,해당없음,BT,전문과학및기술서비스업,정상운영,2020-04,4,0백만원,-149.0
S0663,H042,단독설립,전문경영인(창업자),연구소기업,NT,도매및소매업,정상운영,2023-05,1,0백만원,-67.0
S0664,H044,지분편입(지분매수),교수창업,벤처기업,IT,제조업,정상운영,2021-12,3,149백만원,103.0
S0665,H049,지분편입(지분매수),교수창업,연구소기업,BT,정보통신업,휴업,2017-03,7,0백만원,0.0
S0666,H036,단독설립,교수창업,연구소기업,IT,정보통신업,정상운영,2022-12,2,33백만원,-110.0
S0667,H054,단독설립,전문경영인(파트너기업겸직파견등),연구소기업,IT,제조업,정상운영,2018-11,6,0백만원,-15.0
S0668,H033,단독설립,전문경영인(파트너기업겸직파견등),연구소기업,BT,도매및소매업,정상운영,2020-04,4,"2,052백만원",2.0
S0669,H011,지분편입(지분매수),교수창업,연구소기업,IT,정보통신업,정상운영,2016-04,8,0백만원,-26.0
S0670,H061,합작설립,교수창업,해당없음,IT,정보통신업,투자회수(일부),2022-12,2,0백만원,0.0
S0671,H003,지분편입(지분매수),전문경영인(파트너기업겸직파견등),해당없음,NT,전문과학및기술서비스업,정상운영,2018-12,6,,-23.0
S0672,H070,단독설립,학생창업,해당없음, iT ,전문과학및기술서비스업,정상운영,2015-08,9,0백만원,-51.0
S0673,H007,단독설립,기타,해당없음,해당없음,도매및소매업,정상운영,2022-03,2,107백만원,89.0
S0674,H045,지분편입(지분매수),교수창업,연구소기업,BT,도매및소매업,정상운영,2022-01,2,0백만원,-74.0
S0675,H029,단독설립,교수창업,연구소기업,해당없음,제조업,정상운영,2019-10,5,,-21.0
S0676,H084,지분편입(유상증자),학생창업,연구소기업,IT,제조업,정상운영,2016-05,8,0백만원,-31.0
S0677,H009,합작설립,교수창업,연구소기업,ET,제조업,투자회수(전액),2016-09,8,0백만원,0.0
S0678,H084,지분편입(지분매수),교수창업,해당없음,BT,제조업,정상운영,2012-05,12,0백만원,-72.0
S0679,H006,지분편입(지분매수),교수창업,벤처기업,BT,전문과학및기술서비스업,정상운영,2021-02,3,0백만원,-118.0
S0680,H004,단독설립,전문경영인(파트너기업겸직파견등),기타,BT,전문과학및기술서비스업,정상운영,2022-12,2,,-132.0
S0681,H032,단독설립,교수창업,해당없음,NT,정보통신업,정상운영,2021-04,3,119백만원,78.0
